labels,text
Etiketleme_Sorusu,"Bu ürünün etiketinde “iklim dostu” yazıyor, gerçekten neye göre belirlenmiş acaba?"
Selamlama,Bilgiyle dolu bir yolculuğa çıkalım mı?
Cevre_Etkisi_Karsilastirma,Moda endüstrisinde hızlı üretim mi yoksa yavaş moda mı daha az karbon salımı yapar?
Selamlama,"İyi akşamlar, karbon emisyonları hakkında bilgi verir misin?"
Surdurulebilirlik_Tanimi,Tüketim alışkanlıklarını değiştirmek nasıl bir fark yaratır?
Teknik_Tekstil,Kimyasal koruma sağlayan tekstiller ne tür riskleri önler?
Vedalasma,İyi akşamlar dilerim.
Uretim_Sureci,"Sadece giydiğimiz şeyler değil, kullandığımız birçok şey tekstil ürünlerinden oluşuyor değil mi?"
Yanlis_Bilgi_Duzeltme,Her kaynak aynı şeyi söylemez.
Geri_Donusum,Kıyafetler geri dönüştürülmeden önce ayrıştırılıyor mu?
Vedalasma,Çevreyle dost kalın.
Bilinclendirme,Sürdürülebilir tekstil hakkında tüketicileri nasıl bilinçlendirebiliriz?
Malzeme_Karbon_Ayak_Izi,Naylon kumaş üretimi çevresel açıdan ne kadar zararlıdır?
Malzeme_Karbon_Ayak_Izi,Lyocell üretiminin karbon etkisi nasıldır?
Bilinclendirme,Vegan deri gerçekten doğaya daha az mı zarar veriyor?
Malzeme_Karbon_Ayak_Izi,Polyester üretimi çevreye ne kadar karbon salınımı yapar?
Vedalasma,Sana iyi günler
Bilinclendirme,Polyesterin doğaya verdiği zarar ne kadar büyük?
Teknik_Tekstil,Yaraların üzerine yapıştırılan medikal tekstiller sürdürülebilir olabilir mi?
Yonetmelik_Politika,Kullanılan boyaların çevreye zarar verip vermediği kontrol ediliyor mu?
Teknik_Tekstil,Balistik koruma sağlayan tekstil ürünleri var mı?
Malzeme_Turu,"Bu elbise ketenden yapılmış, sürdürülebilir olabilir mi?"
Yanlis_Bilgi_Duzeltme,Bazı uygulamalar göründüğü kadar etkili değildir.
Karbon_Ayak_İzi_Hesaplama,Karbon ayak izi hesaplama aracı önerir misin?
Yonetmelik_Politika,Tekstil etiketi için yönetmelik var mı?
Geri_Donusum,Geri dönüşümlü ürünler ne kadar sürdürülebilir?
Selamlama,Günaydın! Geri dönüştürülmüş malzemeler hakkında bir şeyler öğrenmek istiyorum.
Selamlama,"Sohbet için teşekkür ederim, hoş geldin."
Vedalasma,Sağlıkla kalın.
Oneri_Alternatif,"Alışverişimi azaltmak istiyorum ama şıklığımdan da ödün vermek istemiyorum, önerin var mı?"
Karbon_Ayak_İzi_Hesaplama,Üretim sürecindeki enerji kaynakları karbon ayak izini nasıl etkiliyor?
Cevre_Etkisi_Karsilastirma,Doğal boyalarla boyanmış ürünler ile sentetik boyalılar arasında çevre etkisi farkı var mı?
Oneri_Alternatif,Tencel ve modal arasında hangisi daha doğa dostu bir alternatif olur?
Etiketleme_Sorusu,Etiketleme karbon salımını azaltmada etkili mi?
Bilinclendirme,Etik moda ile sürdürülebilir moda aynı şey mi?
Malzeme_Turu,"Rejeneratif selüloz nedir, çevreye etkisi nedir?"
Oneri_Alternatif,Ahşap bazlı elyaflar kullanılabilir mi?
Geri_Donusum,Ev tekstili ürünleri de geri dönüşüme girer mi?
Teknik_Tekstil,Teknik tekstilde plastik geri dönüşümü yapılıyor mu?
Teknik_Tekstil,Sürdürülebilir teknik tekstil ekonomik mi?
Etiketleme_Sorusu,Etikette üretim aşamaları yazmalı mı?
Surdurulebilirlik_Tanimi,Daha az ambalaj kullanarak çevreyi nasıl koruyabiliriz?
Malzeme_Karbon_Ayak_Izi,Viskon üretimi ile Tencel arasında karbon emisyonu farkı var mı?
Geri_Donusum,İç çamaşırlarının geri dönüştürülmesi hijyen açısından sorun olur mu?
Bilinclendirme,Karbon ayak izimi kıyafet alışkanlıklarımla azaltabilir miyim?
Selamlama,İyi akşamlar! Karbon emisyonlarıyla ilgili bilgi alabilir miyim?
Geri_Donusum,Tekstil geri dönüşümü çevreyi nasıl korur?
Oneri_Alternatif,Eski giysileri atmak yerine kumaş olarak kullanabileceğim yaratıcı yollar var mı?
Geri_Donusum,Kumaşın geri dönüşümle elde edildiğini nasıl doğrulayabilirim?
Karbon_Ayak_İzi_Hesaplama,Tekstil sektöründe karbon emisyonlarını azaltmak için yeni teknolojiler neler?
Vedalasma,Yeni konularda tekrar görüşelim.
Geri_Donusum,Geri dönüştürülmüş kumaşlar sağlıklı mı?
Selamlama,Yardımcı olmanı istiyorum.
Bilinclendirme,Bilinçli tüketici olmak için nelere dikkat etmeliyim?
Malzeme_Turu,Sentetik kumaşlar nelerdir?
Uretim_Sureci,Bir giysinin kalitesi üretim sürecinde hangi faktörlere bağlıdır?
Selamlama,Güne bilgiyle başlayalım mı?
Uretim_Sureci,Üretim süreci ürün tipine göre nasıl değişir?
Etiketleme_Sorusu,Etikette üretim yeri yazması çevresel etkiyi anlamamıza yardımcı olur mu?
Teknik_Tekstil,Tekstil sektöründe karbon ayak izi nasıl azaltılır?
Bilinclendirme,Moda endüstrisi çevreyi nasıl etkiliyor biliyor musun?
Malzeme_Karbon_Ayak_Izi,Kumaş seçimi karbon ayak izini etkiler mi?
Teknik_Tekstil,Bu tarz özel amaçlı kumaşlar tekrar kullanılabiliyor mu?
Uretim_Sureci,Atık su arıtma sistemleri üretim tesislerinde zorunlu mudur?
Malzeme_Karbon_Ayak_Izi,"Malzemenin karbon ayak izi, yaşam döngüsü boyunca ortaya çıkan atıkları da içerir mi?"
Karbon_Ayak_İzi_Hesaplama,Üretim sürecinde ortaya çıkan emisyonları nasıl ölçebilirim?
Yanlis_Bilgi_Duzeltme,2025’te çıkan yeni AB yönetmelikleri sadece büyük şirketler için mi geçerli?
Oneri_Alternatif,Daha sürdürülebilir bir kumaş alternatifi önerir misin?
Etiketleme_Sorusu,Etiketlerde QR kod ile detay verilmeli mi?
Bilinclendirme,Karbonsuz üretim gelecek için kritik bir hedef
Surdurulebilirlik_Tanimi,Sürdürülebilir bir tekstil ürünü nasıl olur?
Selamlama,Sohbet başlatmak istiyorum.
Selamlama,Selam! Sürdürülebilir tekstil üzerine sohbet edebilir miyiz?
Oneri_Alternatif,Karbon ayak izi düşük olan alternatif tekstil malzemeleri nelerdir?
Selamlama,Seninle konuşabilir miyim?
Yonetmelik_Politika,Türk tekstil firmaları Avrupa'daki karbon vergisine nasıl hazırlanmalı?
Selamlama,Merhaba! Sana birkaç konuda soru sormak istiyorum.
Oneri_Alternatif,Yazlık kıyafetlerde çevreye duyarlı hangi materyaller tercih edilmeli?
Uretim_Sureci,Kapalı döngü su sistemleri üretime nasıl katkı sunar?
Bilinclendirme,"İkinci el kıyafetler, karbon ayak izini düşürmenin en etkili yollarından biridir."
Etiketleme_Sorusu,Üretim yeri olarak gelişmiş bir ülke yazınca kendimi daha güvende hissediyorum.
Yanlis_Bilgi_Duzeltme,Etik üretim her zaman çevreci değildir.
Malzeme_Turu,Akrilik kumaşların karbon ayak izi yüksek mi?
Etiketleme_Sorusu,Sürdürülebilirlik bilgileri olan etiketler sayesinde artık alışveriş tercihlerim değişti.
Vedalasma,Tekrar karşılaşmak dileğiyle.
Yanlis_Bilgi_Duzeltme,Etiketlerde karbon ayak izi bilgisi çoğu zaman eksiktir.
Malzeme_Karbon_Ayak_Izi,Karbon ayak izinin düşük olması her zaman sürdürülebilir anlamına mı gelir?
Oneri_Alternatif,Çevre dostu çocuk kıyafetleri için alternatif markalar önerir misin?
Selamlama,Selam! Bazı malzemelerin çevre üzerindeki etkilerini merak ediyorum.
Cevre_Etkisi_Karsilastirma,Keten üretimi pamuktan daha mı çevre dostudur?
Malzeme_Turu,Sentetik kumaşlar hangileridir?
Surdurulebilirlik_Tanimi,Sürdürülebilirlik sadece moda mı yoksa gerçekten etkili bir şey mi?
Surdurulebilirlik_Tanimi,Çevreye zarar vermemek için daha az tüketim yapmamız gerektiğini düşünüyor musunuz?
Yonetmelik_Politika,Sürdürülebilir üretim için çevre izinleri gerekli mi?
Malzeme_Turu,"İş kıyafetleri eskiyince çöpe mi atılır, yoksa geri dönüşür mü?"
Yonetmelik_Politika,"Devlet, karbon ayak izini azaltan tekstil işletmelerine özel bir destek sunuyor mu?"
Karbon_Ayak_İzi_Hesaplama,Giysi üretiminde kullanılan enerji türü bu değeri etkiler mi?
Oneri_Alternatif,Alternatif lif kaynakları nelerdir?
Vedalasma,Yolunuz açık olsun.
Yonetmelik_Politika,"Devlet, yanıltıcı çevre dostu etiketleri engellemek için ne gibi önlemler alıyor?"
Vedalasma,Hoşça kal ve doğaya katkı sunmaya devam et.
